"relation_id","source_product_key","source_product_name","relation_type","target_product_key","target_product_name","relation_label","scenario","evidence_type","evidence_field","evidence_text","evidence_url","confidence","review_status","reviewer","reviewed_at","notes"
"SEM-738C3E9D94C0","BODYOMBBLOTION::影中之水香氛润肤乳","影中之水香氛润肤乳","LAYER_WITH","EDTOMBRE::影中之水淡香水","影中之水 - 淡香水","层叠搭配","身体护理后的香气叠加","official_product_copy+verified_collection+curatorial_review","description_text","依心情与时刻，可单独使用，亦可层叠搭配。","https://www.diptyque-cn.com/p/ombb-lotion-200ml.html","0.86","approved","codex_curatorial_review","2026-07-22","审核通过：官方文案明确允许层叠使用；具体目标并非品牌点名，而是经人工审核限定为同系列淡香水或淡香精。"
"SEM-CE1072011BE1","DECODECO00860::黑色蜡质花瓶L","黑色蜡质花瓶 L","PAIRS_WITH","DECOWHITE02::白色蜡质花瓶L","白色蜡质花瓶 L","搭配摆放","家居陈设","official_product_copy","pdp_long_description","优雅的器型受美第奇风格影响，表面呈现如乌木般黝黑的色调，可与白色花瓶搭配摆放。","https://www.diptyque-cn.com/p/black-medicis-vase-l-deco00860.html","0.95","approved","codex_ontology_review","2026-07-22","审核通过：官方文案明确点名白色花瓶，且黑白两款均为L号。"
"REL-C7BA19E9558C","SOLIDPERFUME7::奥费恩香膏补充装","奥费恩香膏补充装","REFILL_FOR","HOMERSP6::奥费恩固体香膏","奥费恩 - 固体香膏","补充适用于","补充与续用","official_product_copy","usage_tips_text","-内含两枚香膏补充装，可替换使用两次。 -替换补充装时，使盒盖保持打开状态，将附赠的工具对准外盒背部小圆孔，将香膏内芯推出取出内芯，将补充装置入即可。","https://www.diptyque-cn.com/p/orpheon-refills-for-solid-perfume.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"SEM-0A42C399E614","DECOOFFICE01::笔记本补充册","笔记本补充册","REFILL_FOR","DECOOFFICE06::花园印花笔记本","花园印花笔记本","补充适用于","文创续用","official_product_copy","pdp_long_description","搭配有补充册，延续创作旅程的乐趣。","https://www.diptyque-cn.com/p/peacock-and-plume-notebook.html","0.95","approved","codex_ontology_review","2026-07-22","审核通过：补充册与目标笔记本均为L号，且目标商品官方文案明确说明可搭配补充册。"
"SEM-A4B081FC2312","DECOOFFICE01::笔记本补充册","笔记本补充册","REFILL_FOR","DECOOFFICE05::酒神印花笔记本","酒神印花笔记本","补充适用于","文创续用","official_product_copy","pdp_long_description","搭配有补充册，延续创作旅程的乐趣。","https://www.diptyque-cn.com/p/garden-of-thiasus-notebook.html","0.95","approved","codex_ontology_review","2026-07-22","审核通过：补充册与目标笔记本均为L号，且目标商品官方文案明确说明可搭配补充册。"
"SEM-4095AC189A18","DECOOFFICE01::笔记本补充册","笔记本补充册","REFILL_FOR","DECOOFFICE04::菱纹印花笔记本","菱纹印花笔记本","补充适用于","文创续用","official_product_copy","pdp_long_description","搭配有补充册，延续创作旅程的乐趣。","https://www.diptyque-cn.com/p/diamonds-in-graphite-notebook.html","0.95","approved","codex_ontology_review","2026-07-22","审核通过：补充册与目标笔记本均为L号，且目标商品官方文案明确说明可搭配补充册。"
"SEM-5FCD546F4E1A","DECOOFFICE01::笔记本补充册","笔记本补充册","REFILL_FOR","DECOOFFICE03::天鹅印花笔记本","天鹅印花笔记本","补充适用于","文创续用","official_product_copy","pdp_long_description","搭配有补充册，延续创作旅程的乐趣。","https://www.diptyque-cn.com/p/swan-interlacing-notebook.html","0.95","approved","codex_ontology_review","2026-07-22","审核通过：补充册与目标笔记本均为L号，且目标商品官方文案明确说明可搭配补充册。"
"SEM-1FFA83682462","DECOOFFICE01::笔记本补充册","笔记本补充册","REFILL_FOR","DECOOFFICE02::椭圆印花笔记本","椭圆印花笔记本","补充适用于","文创续用","official_product_copy","pdp_long_description","搭配有补充册，延续创作旅程的乐趣。","https://www.diptyque-cn.com/p/dancing-ovals-notebook.html","0.95","approved","codex_ontology_review","2026-07-22","审核通过：补充册与目标笔记本均为L号，且目标商品官方文案明确说明可搭配补充册。"
"REL-64E185E74285","HOMELDDRGDISHSOAP2::橙花餐具清洁液补充装","橙花餐具清洁液补充装","REFILL_FOR","HOMELDDRGDISHSOAP1::橙花餐具清洁液","橙花餐具清洁液","补充适用于","补充与续用","official_product_copy","pdp_long_description","经过Ecocert认证，同款规格补充包只需倒入原装玻璃瓶樽即可使用。","https://www.diptyque-cn.com/p/refill-dishwashing-liquid-with-orange-blossom-500ml.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"REL-50EF233436C0","HOMEHGFOCARB2M::橙花扩香精补充瓶","橙花扩香精补充瓶","REFILL_FOR","HOMEHGFOCARB2E::橙花扩香精","橙花扩香精","补充适用于","补充与续用","official_product_copy","usage_tips_text","将相同香型的补充瓶放入扩香装置即可继续使用。","https://www.diptyque-cn.com/p/fleur-d-oranger-orange-blossom-hourglass-diffuser-refill-2-1.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"REL-83F9A3C55085","SOLIDPERFUME6::杜桑香膏补充装","杜桑香膏补充装","REFILL_FOR","HOMERSP5::杜桑固体香膏","杜桑 - 固体香膏","补充适用于","补充与续用","official_product_copy","usage_tips_text","-内含两枚香膏补充装，可替换使用两次。 -替换补充装时，使盒盖保持打开状态，将附赠的工具对准外盒背部小圆孔，将香膏内芯推出取出内芯，将补充装置入即可。","https://www.diptyque-cn.com/p/do-son-refills-solid-perfume-1.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"REL-8861315C4AAF","HOMELDDRGMULTCLEAN2::多用途家居清洁喷雾补充装","多用途家居清洁喷雾补充装","REFILL_FOR","HOMELDDRGMULTCLEAN1::多用途家居清洁喷雾","多用途家居清洁喷雾","补充适用于","补充与续用","official_product_copy","pdp_long_description","柔和细腻的香醋气息，混合着薰衣草、雪松及无花果香调，散发天然清新的美妙香气。经过Ecocert认证，可替换补充装的玻璃瓶身可被循环使用。","https://www.diptyque-cn.com/p/refill-multi-surface-cleaner-with-vinegar-500ml.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"REL-C4C0B984C615","SOLIDPERFUME2::含羞草扩香精补充瓶","含羞草 - 扩香精补充瓶","REFILL_FOR","HOMERSP9::含羞草扩香精","含羞草 - 扩香精","补充适用于","补充与续用","official_product_copy","usage_tips_text","将相同香型的补充瓶放入扩香装置即可继续使用。","https://www.diptyque-cn.com/p/mimosa-hourglass-diffuser-refill.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"REL-ABF574D174EE","SOLIDPERFUME8::肌肤之花香膏补充装","肌肤之花香膏补充装","REFILL_FOR","SOLIDPERFUME1::肌肤之花香膏","肌肤之花香膏","补充适用于","补充与续用","official_product_copy","pdp_short_description","淡雅感性。可补充式香膏将肌肤之花的香氛密语娓娓道来。香膏糅合鸢尾、黄葵籽和白麝香的香调。","https://www.diptyque-cn.com/p/rsolidefdp-refillable-solid-perfume.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"REL-E1B734AE3F6F","HOMEREEDREFILL200E::浆果香摇摆扩香器补充装","浆果香 - 摇摆扩香器补充装","REFILL_FOR","HOMECULBUTOB::浆果香摇摆扩香器","浆果香 - 摇摆扩香器","补充适用于","补充与续用","official_product_copy","caracteristics_text","补充装的扩香时长约为两个半月。","https://www.diptyque-cn.com/p/baies-berries-refill-for-the-culbuto-oscillating-diffuser.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"REL-A9367FF8BEAF","HOMEHGFOCARB2L::玫瑰扩香精补充瓶","玫瑰扩香精补充瓶","REFILL_FOR","HOMEHGFOCARB2C::玫瑰扩香精","玫瑰扩香精","补充适用于","补充与续用","official_product_copy","usage_tips_text","将相同香型的补充瓶放入扩香装置即可继续使用。","https://www.diptyque-cn.com/p/roses-hourglass-diffuser-refill-2-1.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"REL-AB7CCA22575F","SOLIDPERFUME5::玫瑰香调香膏补充装","玫瑰香调香膏补充装","REFILL_FOR","HOMERSP4::玫瑰香调固体香膏","玫瑰香调 - 固体香膏","补充适用于","补充与续用","official_product_copy","usage_tips_text","-内含两枚香膏补充装，可替换使用两次。 -替换补充装时，使盒盖保持打开状态，将附赠的工具对准外盒背部小圆孔，将香膏内芯推出取出内芯，将补充装置入即可。","https://www.diptyque-cn.com/p/eau-rose-refills-solid-perfume.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"REL-897374B084B9","BODYSHW3::去角质手部清洁露补充装","去角质手部清洁露补充装","REFILL_FOR","BODYSHW1::去角质手部清洁露","去角质手部清洁露","补充适用于","补充与续用","official_product_identity","name+size+product_form+url","官方补充装商品名：去角质手部清洁露补充装；唯一对应正装：去角质手部清洁露；两者品型一致且容量同为350ML。","https://www.diptyque-cn.com/p/refill-exfoliating-hand-wash-1.html","0.90","approved","codex_ontology_review","2026-07-22","审核通过：官方商品身份、唯一名称归一、同品型和同容量共同支持该补充关系。"
"REL-4D228892F433","BODYSHW4::柔肤手部清洁露补充装","柔肤手部清洁露补充装","REFILL_FOR","BODYSHW2::柔肤手部清洁露","柔肤手部清洁露","补充适用于","补充与续用","official_product_identity","name+size+product_form+url","官方补充装商品名：柔肤手部清洁露补充装；唯一对应正装：柔肤手部清洁露；两者品型一致且容量同为350ML。","https://www.diptyque-cn.com/p/refill-softening-hand-wash-1.html","0.90","approved","codex_ontology_review","2026-07-22","审核通过：官方商品身份、唯一名称归一、同品型和同容量共同支持该补充关系。"
"REL-C702919D13B1","HOMERSP7::生姜扩香精补充瓶","生姜 - 扩香精补充瓶","REFILL_FOR","HOMEHGFOCARB2F::生姜扩香精","生姜扩香精","补充适用于","补充与续用","official_product_copy","usage_tips_text","将相同香型的补充瓶放入扩香装置即可继续使用。","https://www.diptyque-cn.com/p/gingembre-ginger-hourglass-diffuser-refill-2-1.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"REL-184396BACF1B","HOMEHGFOCARB2I::圣日尔曼大道34号扩香精补充瓶","圣日尔曼大道34号扩香精补充瓶","REFILL_FOR","HOMEHGFOCARB2A::圣日尔曼大道34号扩香精","圣日尔曼大道34号扩香精","补充适用于","补充与续用","official_product_copy","usage_tips_text","将相同香型的补充瓶放入扩香装置即可继续使用。","https://www.diptyque-cn.com/p/sablier-34-boulevard-saint-germain-recharge-2-1.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"REL-479AE500E039","HANDLOT2::丝绒护手乳补充装","丝绒护手乳补充装","REFILL_FOR","HANDLOT1::丝绒护手乳","丝绒护手乳","补充适用于","补充与续用","official_product_identity","name+size+product_form+url","官方补充装商品名：丝绒护手乳补充装；唯一对应正装：丝绒护手乳；两者品型一致且容量同为350ML。","https://www.diptyque-cn.com/p/refill-velvet-hand-lotion-1.html","0.90","approved","codex_ontology_review","2026-07-22","审核通过：官方商品身份、唯一名称归一、同品型和同容量共同支持该补充关系。"
"REL-A0CB096B5461","HOMEHGFOCARB2J::晚香玉扩香精补充瓶","晚香玉扩香精补充瓶","REFILL_FOR","HOMEHGFOCARB2B::晚香玉扩香精","晚香玉扩香精","补充适用于","补充与续用","official_product_copy","usage_tips_text","将相同香型的补充瓶放入扩香装置即可继续使用。","https://www.diptyque-cn.com/p/tubereuse-tuberose-hourglass-diffuser-refill.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"REL-958B55A04E14","HOMEHGFOCARB2K::希腊无花果扩香精补充瓶","希腊无花果扩香精补充瓶","REFILL_FOR","HOMEHGFOCARB2D::希腊无花果扩香精","希腊无花果扩香精","补充适用于","补充与续用","official_product_copy","usage_tips_text","将相同香型的补充瓶放入扩香装置即可继续使用。","https://www.diptyque-cn.com/p/figuier-fig-tree-hourglass-diffuser-refill-2-1.html","0.92","approved","codex_ontology_review","2026-07-22","审核通过：官方商品详情或使用说明与唯一同名正装共同支持该补充关系。"
"SEM-4474B4466A7B","DECODECO01630::樱花陶瓷烛盖","樱花陶瓷烛盖","ACCESSORY_FOR","HOMEFDC190::香氛蜡烛樱花","香氛蜡烛-樱花","专用适配","香氛蜡烛陈设与防尘","official_product_copy","pdp_short_description","这款素瓷烛盖专为樱花香氛蜡烛而设，设计富有诗意，由匠人手工塑造而成。","https://www.diptyque-cn.com/p/deco01630-deco.html","0.98","approved","codex_ontology_review","2026-07-22","审核通过：官方文案明确点名樱花香氛蜡烛，且原始数据中只有一个对应商品。"
"SEM-2762A56001D9","DECODECO01285::象棋造型烛台L","象棋造型烛台 L","PAIRS_WITH","DECODECO01284::象棋造型烛台M","象棋造型烛台 M","组合陈设","不同高度烛台组合","official_product_copy+verified_product_set","pdp_long_description","可将不同高度的象棋烛台搭配使用，妆点居家生活的美好。","https://www.diptyque-cn.com/p/chess-candle-holder-l-for-classic-candle-deco01285.html","0.96","approved","codex_ontology_review","2026-07-22","审核通过：官方文案明确建议不同高度的象棋烛台搭配；目标限定为原始数据中的L、M、S三款。"
"SEM-E83C6FA77258","DECODECO01285::象棋造型烛台L","象棋造型烛台 L","PAIRS_WITH","DECODECO01283::象棋造型烛台S","象棋造型烛台 S","组合陈设","不同高度烛台组合","official_product_copy+verified_product_set","pdp_long_description","可将不同高度的象棋烛台搭配使用，妆点居家生活的美好。","https://www.diptyque-cn.com/p/chess-candle-holder-l-for-classic-candle-deco01285.html","0.96","approved","codex_ontology_review","2026-07-22","审核通过：官方文案明确建议不同高度的象棋烛台搭配；目标限定为原始数据中的L、M、S三款。"
"SEM-D4431081EA61","DECODECO01284::象棋造型烛台M","象棋造型烛台 M","PAIRS_WITH","DECODECO01283::象棋造型烛台S","象棋造型烛台 S","组合陈设","不同高度烛台组合","official_product_copy+verified_product_set","pdp_long_description","可将不同高度的象棋烛台搭配使用，妆点居家生活的美好。","https://www.diptyque-cn.com/p/chess-candle-holder-m-for-classic-candle-deco01285.html","0.96","approved","codex_ontology_review","2026-07-22","审核通过：官方文案明确建议不同高度的象棋烛台搭配；目标限定为原始数据中的L、M、S三款。"
