product_concept_key,product_name,core_family,predicate,object_type,object_name,source_field,evidence_excerpt,source_url,review_status,display_label,relation_layer,generation_method
BODYGEL4::纸上洁肤露,纸上洁肤露,身体护理,HAS_FUNCTION,Function,润肤,pdp_long_description,洁肤露遇水后即刻转化为丝滑的清洁泡沫，柔化并芬芳滋润肌肤。,https://www.diptyque-cn.com/p/papier-cleansing-hand-and-body-gel-1.html,approved,功能,fact,controlled_source_pattern
BODYGEL4::纸上洁肤露,纸上洁肤露,身体护理,HAS_FUNCTION,Function,洁肤,product_form,已审核本体规则：身体护理 / 洁肤露 -> 洁肤,https://www.diptyque-cn.com/p/papier-cleansing-hand-and-body-gel-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYGEL4::纸上洁肤露,纸上洁肤露,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 洁肤露 -> 肌肤护理,https://www.diptyque-cn.com/p/papier-cleansing-hand-and-body-gel-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYGEL5::玫瑰香氛洁肤露,玫瑰香氛洁肤露,身体护理,HAS_FUNCTION,Function,洁肤,product_form,已审核本体规则：身体护理 / 洁肤露 -> 洁肤,https://www.diptyque-cn.com/p/rose-cleansing-hand-and-body-gel-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYGEL5::玫瑰香氛洁肤露,玫瑰香氛洁肤露,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 洁肤露 -> 肌肤护理,https://www.diptyque-cn.com/p/rose-cleansing-hand-and-body-gel-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYLOT1::清新身体乳,清新身体乳,身体护理,HAS_SCENE,UseScene,沐浴后,usage_tips_text,沐浴后或者肌肤干燥时，取适量涂抹于肌肤上，并适度按摩让肌肤吸收。,https://www.diptyque-cn.com/p/fresh-lotion-for-the-body-1.html,approved,场景,fact,controlled_source_pattern
BODYLOT1::清新身体乳,清新身体乳,身体护理,HAS_FUNCTION,Function,润肤,product_form,已审核本体规则：身体护理 / 身体乳 -> 润肤,https://www.diptyque-cn.com/p/fresh-lotion-for-the-body-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYLOT1::清新身体乳,清新身体乳,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 身体乳 -> 肌肤护理,https://www.diptyque-cn.com/p/fresh-lotion-for-the-body-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYLOTIONS1::杜桑香氛润肤乳,杜桑香氛润肤乳,身体护理,HAS_FUNCTION,Function,润肤,product_form,已审核本体规则：身体护理 / 润肤乳 -> 润肤,https://www.diptyque-cn.com/p/doson-hand-and-body-lotion-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYLOTIONS1::杜桑香氛润肤乳,杜桑香氛润肤乳,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 润肤乳 -> 肌肤护理,https://www.diptyque-cn.com/p/doson-hand-and-body-lotion-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYLOTIONS2::晚香玉室内喷雾,晚香玉 - 室内喷雾,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 室内喷雾 -> 扩香,https://www.diptyque-cn.com/p/tubereuse-tuberose-room-spray.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYLOTIONS2::晚香玉室内喷雾,晚香玉 - 室内喷雾,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 室内喷雾 -> 空间氛围,https://www.diptyque-cn.com/p/tubereuse-tuberose-room-spray.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYLOTIONS3::橙花室内喷雾,橙花 - 室内喷雾,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 室内喷雾 -> 扩香,https://www.diptyque-cn.com/p/fleur-d-oranger-orange-blossom-room-spray.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYLOTIONS3::橙花室内喷雾,橙花 - 室内喷雾,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 室内喷雾 -> 空间氛围,https://www.diptyque-cn.com/p/fleur-d-oranger-orange-blossom-room-spray.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYLOTIONS::玫瑰香调润肤乳,玫瑰香调 - 润肤乳,身体护理,HAS_FUNCTION,Function,润肤,product_form,已审核本体规则：身体护理 / 润肤乳 -> 润肤,https://www.diptyque-cn.com/p/eau-rose-hand-and-body-lotion-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYLOTIONS::玫瑰香调润肤乳,玫瑰香调 - 润肤乳,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 润肤乳 -> 肌肤护理,https://www.diptyque-cn.com/p/eau-rose-hand-and-body-lotion-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYOIL::杜桑柔肤沐浴油,杜桑柔肤沐浴油,身体护理,HAS_FUNCTION,Function,洁肤,product_form,已审核本体规则：身体护理 / 沐浴油 -> 洁肤,https://www.diptyque-cn.com/p/do-son-shower-oil-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYOIL::杜桑柔肤沐浴油,杜桑柔肤沐浴油,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 沐浴油 -> 肌肤护理,https://www.diptyque-cn.com/p/do-son-shower-oil-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYOMBBGEL::影中之水香氛洁肤露,影中之水香氛洁肤露,身体护理,HAS_FUNCTION,Function,润肤,pdp_long_description,凝露质地在手心遇水化作丰盈绵密的泡沫，滋润肌肤。,https://www.diptyque-cn.com/p/ombb-gel-200ml.html,approved,功能,fact,controlled_source_pattern
BODYOMBBGEL::影中之水香氛洁肤露,影中之水香氛洁肤露,身体护理,HAS_FUNCTION,Function,留香,pdp_long_description,清新的绿果香气萦绕肌肤，邀人进入花园遐想。,https://www.diptyque-cn.com/p/ombb-gel-200ml.html,approved,功能,fact,controlled_source_pattern
BODYOMBBGEL::影中之水香氛洁肤露,影中之水香氛洁肤露,身体护理,HAS_FUNCTION,Function,洁肤,product_form,已审核本体规则：身体护理 / 洁肤露 -> 洁肤,https://www.diptyque-cn.com/p/ombb-gel-200ml.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYOMBBGEL::影中之水香氛洁肤露,影中之水香氛洁肤露,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 洁肤露 -> 肌肤护理,https://www.diptyque-cn.com/p/ombb-gel-200ml.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYOMBBLOTION::影中之水香氛润肤乳,影中之水香氛润肤乳,身体护理,HAS_FUNCTION,Function,留香,pdp_short_description,一层轻纱拂过肌肤，留下若隐若无的细腻香气，延续那浪漫景致的余韵。,https://www.diptyque-cn.com/p/ombb-lotion-200ml.html,approved,功能,fact,controlled_source_pattern
BODYOMBBLOTION::影中之水香氛润肤乳,影中之水香氛润肤乳,身体护理,HAS_FUNCTION,Function,润肤,product_form,已审核本体规则：身体护理 / 润肤乳 -> 润肤,https://www.diptyque-cn.com/p/ombb-lotion-200ml.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYOMBBLOTION::影中之水香氛润肤乳,影中之水香氛润肤乳,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 润肤乳 -> 肌肤护理,https://www.diptyque-cn.com/p/ombb-lotion-200ml.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYORPHBLOTION::奥费恩香调润肤乳,奥费恩香调润肤乳,身体护理,HAS_FUNCTION,Function,留香,formule_text,精致的护理仪式，令肌肤整日散发迷人香气。,https://www.diptyque-cn.com/p/orphblotion-hand-and-body-lotion.html,approved,功能,fact,controlled_source_pattern
BODYORPHBLOTION::奥费恩香调润肤乳,奥费恩香调润肤乳,身体护理,HAS_FUNCTION,Function,润肤,product_form,已审核本体规则：身体护理 / 润肤乳 -> 润肤,https://www.diptyque-cn.com/p/orphblotion-hand-and-body-lotion.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYORPHBLOTION::奥费恩香调润肤乳,奥费恩香调润肤乳,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 润肤乳 -> 肌肤护理,https://www.diptyque-cn.com/p/orphblotion-hand-and-body-lotion.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYSATINOILV1::柔滑多效滋养油,柔滑多效滋养油,身体护理,HAS_FUNCTION,Function,润肤,product_form,已审核本体规则：身体护理 / 滋养油 -> 润肤,https://www.diptyque-cn.com/p/satin-oil-for-body-and-hair-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYSATINOILV1::柔滑多效滋养油,柔滑多效滋养油,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 滋养油 -> 肌肤护理,https://www.diptyque-cn.com/p/satin-oil-for-body-and-hair-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYSENSBLOT::感官之水香氛润肤乳,感官之水香氛润肤乳,身体护理,HAS_FUNCTION,Function,润肤,product_form,已审核本体规则：身体护理 / 润肤乳 -> 润肤,https://www.diptyque-cn.com/p/ssensblot-gwp-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYSENSBLOT::感官之水香氛润肤乳,感官之水香氛润肤乳,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 润肤乳 -> 肌肤护理,https://www.diptyque-cn.com/p/ssensblot-gwp-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYSENSHCREAM::感官之水香氛护手霜,感官之水香氛护手霜,身体护理,HAS_FUNCTION,Function,润肤,product_form,已审核本体规则：身体护理 / 护手霜 -> 润肤,https://www.diptyque-cn.com/p/home-senshcream-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYSENSHCREAM::感官之水香氛护手霜,感官之水香氛护手霜,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 护手霜 -> 肌肤护理,https://www.diptyque-cn.com/p/home-senshcream-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYSHW1::去角质手部清洁露,去角质手部清洁露,身体护理,HAS_FUNCTION,Function,洁肤,formule_text,橄榄核研磨粉末清洁肌肤同时柔软肤触。,https://www.diptyque-cn.com/p/exfoliating-hand-wash-1.html,approved,功能,fact,controlled_source_pattern
BODYSHW1::去角质手部清洁露,去角质手部清洁露,身体护理,HAS_FUNCTION,Function,去角质,pdp_short_description,橄榄核研磨粉末，净化肌肤，同时温和去角质，柔软肤触。,https://www.diptyque-cn.com/p/exfoliating-hand-wash-1.html,approved,功能,fact,controlled_source_pattern
BODYSHW1::去角质手部清洁露,去角质手部清洁露,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 清洁露 -> 肌肤护理,https://www.diptyque-cn.com/p/exfoliating-hand-wash-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYSHW2::柔肤手部清洁露,柔肤手部清洁露,身体护理,HAS_FUNCTION,Function,洁肤,product_form,已审核本体规则：身体护理 / 清洁露 -> 洁肤,https://www.diptyque-cn.com/p/softening-hand-wash-glass-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYSHW2::柔肤手部清洁露,柔肤手部清洁露,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 清洁露 -> 肌肤护理,https://www.diptyque-cn.com/p/softening-hand-wash-glass-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYSHW3::去角质手部清洁露补充装,去角质手部清洁露补充装,身体护理,HAS_FUNCTION,Function,洁肤,formule_text,橄榄核研磨粉末清洁肌肤同时柔软肤触。,https://www.diptyque-cn.com/p/refill-exfoliating-hand-wash-1.html,approved,功能,fact,controlled_source_pattern
BODYSHW3::去角质手部清洁露补充装,去角质手部清洁露补充装,身体护理,HAS_FUNCTION,Function,去角质,pdp_short_description,橄榄核研磨粉末，净化肌肤，同时温和去角质，柔软肤触。,https://www.diptyque-cn.com/p/refill-exfoliating-hand-wash-1.html,approved,功能,fact,controlled_source_pattern
BODYSHW3::去角质手部清洁露补充装,去角质手部清洁露补充装,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 清洁露 -> 肌肤护理,https://www.diptyque-cn.com/p/refill-exfoliating-hand-wash-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYSHW4::柔肤手部清洁露补充装,柔肤手部清洁露补充装,身体护理,HAS_FUNCTION,Function,洁肤,product_form,已审核本体规则：身体护理 / 清洁露 -> 洁肤,https://www.diptyque-cn.com/p/refill-softening-hand-wash-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYSHW4::柔肤手部清洁露补充装,柔肤手部清洁露补充装,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 清洁露 -> 肌肤护理,https://www.diptyque-cn.com/p/refill-softening-hand-wash-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYSUM26MILK200::柠檬草与天竺葵香调晒后身体凝乳（限量版）,柠檬草与天竺葵香调晒后身体凝乳（限量版）,身体护理,HAS_SCENE,UseScene,沐浴后,usage_tips_text,沐浴后，这款身体凝乳为夏日阳光照射过的肌肤带来滋润与清凉。,https://www.diptyque-cn.com/p/home-sum26milk200-1.html,approved,场景,fact,controlled_source_pattern
BODYSUM26MILK200::柠檬草与天竺葵香调晒后身体凝乳（限量版）,柠檬草与天竺葵香调晒后身体凝乳（限量版）,身体护理,HAS_CARE_INSTRUCTION,CareInstruction,储存方法,usage_tips_text,请存放于干燥、避光的常温环境。,https://www.diptyque-cn.com/p/home-sum26milk200-1.html,approved,保养,fact,controlled_source_pattern
BODYSUM26MILK200::柠檬草与天竺葵香调晒后身体凝乳（限量版）,柠檬草与天竺葵香调晒后身体凝乳（限量版）,身体护理,HAS_FUNCTION,Function,润肤,product_form,已审核本体规则：身体护理 / 身体凝乳 -> 润肤,https://www.diptyque-cn.com/p/home-sum26milk200-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYSUM26MILK200::柠檬草与天竺葵香调晒后身体凝乳（限量版）,柠檬草与天竺葵香调晒后身体凝乳（限量版）,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 身体凝乳 -> 肌肤护理,https://www.diptyque-cn.com/p/home-sum26milk200-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
BODYSUM26SGEL200::柠檬草与天竺葵香调洁肤露（限量版）,柠檬草与天竺葵香调洁肤露（限量版）,身体护理,HAS_FUNCTION,Function,洁肤,product_form,已审核本体规则：身体护理 / 洁肤露 -> 洁肤,https://www.diptyque-cn.com/p/frangrance-sum26sgel200-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
BODYSUM26SGEL200::柠檬草与天竺葵香调洁肤露（限量版）,柠檬草与天竺葵香调洁肤露（限量版）,身体护理,SERVES_NEED,UserNeed,肌肤护理,product_form,已审核本体规则：身体护理 / 洁肤露 -> 肌肤护理,https://www.diptyque-cn.com/p/frangrance-sum26sgel200-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLE34B1500::超大号香氛蜡烛圣日尔曼大道34号,超大号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-1-5kg.html,approved,保养,fact,controlled_source_pattern
CANDLE34B1500::超大号香氛蜡烛圣日尔曼大道34号,超大号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-1-5kg.html,approved,保养,fact,controlled_source_pattern
CANDLE34B1500::超大号香氛蜡烛圣日尔曼大道34号,超大号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-1-5kg.html,approved,保养,fact,controlled_source_pattern
CANDLE34B1500::超大号香氛蜡烛圣日尔曼大道34号,超大号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 超大号香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-1-5kg.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLE34B1500::超大号香氛蜡烛圣日尔曼大道34号,超大号香氛蜡烛-圣日尔曼大道34号,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 超大号香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-1-5kg.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLE34B300::中号香氛蜡烛圣日尔曼大道34号,中号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_FUNCTION,Function,留香,pdp_short_description,圣日尔曼大道34号香氛蜡烛散发出清新中略带绿意，夹杂着些许辛辣的气息。潮湿的苔藓、皱起的黑醋栗叶、晒干的无花果树叶，都是令人钟爱的香气原料。,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-300g-remavp.html,approved,功能,fact,controlled_source_pattern
CANDLE34B300::中号香氛蜡烛圣日尔曼大道34号,中号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_SCENE,UseScene,中大型房间,caracteristics_text,-适合中型及大型房间 -香气渐进而持久（约20分钟后达到理想效果）。,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-300g-remavp.html,approved,场景,fact,controlled_source_pattern
CANDLE34B300::中号香氛蜡烛圣日尔曼大道34号,中号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-300g-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLE34B300::中号香氛蜡烛圣日尔曼大道34号,中号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-300g-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLE34B300::中号香氛蜡烛圣日尔曼大道34号,中号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-300g-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLE34B300::中号香氛蜡烛圣日尔曼大道34号,中号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-300g-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLE34B300::中号香氛蜡烛圣日尔曼大道34号,中号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 中号香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-300g-remavp.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLE34B300::中号香氛蜡烛圣日尔曼大道34号,中号香氛蜡烛-圣日尔曼大道34号,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 中号香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-300g-remavp.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLE34B600::大号香氛蜡烛圣日尔曼大道34号,大号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_SCENE,UseScene,中大型房间,caracteristics_text,-适合中型及大型房间 -香气渐进而持久（约20分钟后达到理想效果）。,https://www.diptyque-cn.com/p/34-600g.html,approved,场景,fact,controlled_source_pattern
CANDLE34B600::大号香氛蜡烛圣日尔曼大道34号,大号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/34-600g.html,approved,保养,fact,controlled_source_pattern
CANDLE34B600::大号香氛蜡烛圣日尔曼大道34号,大号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/34-600g.html,approved,保养,fact,controlled_source_pattern
CANDLE34B600::大号香氛蜡烛圣日尔曼大道34号,大号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-同时点燃3根烛芯，让蜡烛燃烧得更均匀。 -第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/34-600g.html,approved,保养,fact,controlled_source_pattern
CANDLE34B600::大号香氛蜡烛圣日尔曼大道34号,大号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/34-600g.html,approved,保养,fact,controlled_source_pattern
CANDLE34B600::大号香氛蜡烛圣日尔曼大道34号,大号香氛蜡烛-圣日尔曼大道34号,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 大号香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/34-600g.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLE34B600::大号香氛蜡烛圣日尔曼大道34号,大号香氛蜡烛-圣日尔曼大道34号,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 大号香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/34-600g.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
